id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,id_planta_agrupado,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,ID_VIAL,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra
1189,270276182,1,CENTRO              ,105,UNIVERSIDAD         ,11007156,505100,CALLE                   ,MESONERO ROMANOS                                  ,15,28004,"440282,59","4474696,53",1,Puerta Calle,1,Abierto,10,PB,VILLA VERIN,1,Anual,1,Abierta,55.62,55.62,26/12/2014,11007156,505100,CALLE                   ,MESONERO ROMANOS                                  ,15,  ,Acera,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,02:30:00,10:00:00,23:00:00,0,0.0,23,23.0,71,  
1190,280010952,1,CENTRO              ,105,UNIVERSIDAD         ,11006128,275700,CALLE                   ,ESPIRITU SANTO                                    ,26,28004,"440314,6","4475217,53",1,Puerta Calle,1,Abierto,20,PB,EL RINCON,1,Anual,1,Abierta,9.36,9.36,26/12/2014,11006128,275700,CALLE                   ,ESPIRITU SANTO                                    ,26,  ,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,4,4.0,12,  
1191,285003498,1,CENTRO              ,105,UNIVERSIDAD         ,11006022,659200,CALLE                   ,SAN ANDRES                                        ,1,28004,"440273,6","4475223,53",1,Puerta Calle,1,Abierto,30,PB,TABERNA LA LIRIO,1,Anual,1,Abierta,14.4,14.4,26/12/2014,11006023,275700,CALLE                   ,ESPIRITU SANTO                                    ,30,  ,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,5,5.0,18,  
1194,270209319,1,CENTRO              ,102,EMBAJADORES         ,11003120,264800,PLAZA                   ,EMPERADOR CARLOS V                                ,9,28012,"441214,58","4473346,52",1,Puerta Calle,1,Abierto,10,PB,RODILLA,1,Anual,1,Abierta,25.42,25.42,26/12/2014,11003120,264800,PLAZA                   ,EMPERADOR CARLOS V                                ,9,  ,Plaza peatonal,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,02:30:00,10:00:00,23:00:00,0,0.0,8,8.0,30,  
1195,280011316,1,CENTRO              ,106,SOL                 ,11007229,388600,CALLE                   ,JACOMETREZO                                       ,15,28013,"439954,6","4474608,53",1,Puerta Calle,1,Abierto,80,PB,ABADIA ,1,Anual,1,Abierta,9.9,9.9,26/12/2014,11007229,388600,CALLE                   ,JACOMETREZO                                       ,15,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,5,5.0,13,  
1196,280008601,1,CENTRO              ,102,EMBAJADORES         ,11002468,432200,CALLE                   ,LAVAPIES                                          ,32,28012,"440385,59","4473537,53",1,Puerta Calle,1,Abierto,10,PB,LA ESTRECHA DE LAVAPIES,1,Anual,1,Abierta,4.68,3.6,26/12/2014,11002468,432200,CALLE                   ,LAVAPIES                                          ,32,  ,Acera,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,2,2.0,6,  
1197,270269786,1,CENTRO              ,104,JUSTICIA            ,11004716,81800,CALLE                   ,AUGUSTO FIGUEROA                                  ,33,28004,"440814,59","4474875,53",1,Puerta Calle,1,Abierto,40,PB,CAFETERIA VERDOY,1,Anual,1,Abierta,46.8,46.8,29/12/2014,11004715,230900,PLAZA                   ,CHUECA                                            ,1,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,15,15.0,58,  
1199,280010036,1,CENTRO              ,104,JUSTICIA            ,11004710,230900,PLAZA                   ,CHUECA                                            ,6,28004,"440811,59","4474923,53",1,Puerta Calle,1,Abierto,10,PB,LA CHUEQUITA,1,Anual,1,Abierta,19.44,19.44,29/12/2014,11004710,230900,PLAZA                   ,CHUECA                                            ,6,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,6,6.0,24,  
1200,285003993,1,CENTRO              ,106,SOL                 ,11007714,158800,CALLE                   ,CAVA DE SAN MIGUEL                                ,13,28005,"439910,59","4474080,53",1,Puerta Calle,1,Abierto,20,PB,EL BOQUERON,1,Anual,1,Abierta,4.68,4.68,29/12/2014,11007714,158800,CALLE                   ,CAVA DE SAN MIGUEL                                ,13,  ,Acera,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,02:00:00,10:00:00,23:00:00,0,0.0,2,2.0,6,  
1201,270043475,1,CENTRO              ,103,CORTES              ,11003821,276100,CALLE                   ,ESPOZ Y MINA                                      ,13,28012,"440418,59","4474054,53",1,Puerta Calle,1,Abierto,10,PB,LAS BRAVAS,1,Anual,1,Abierta,4.68,4.68,29/12/2014,31029383,221000,CALLE                   ,CRUZ                                              ,29,  ,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,2,2.0,6,  
1203,270050152,1,CENTRO              ,105,UNIVERSIDAD         ,11006810,342950,CALLE                   ,GRAN VIA                                          ,72,28013,"439792,6","4474938,53",1,Puerta Calle,1,Abierto,20,PB,MUSEO DEL JAMON,1,Anual,1,Abierta,14.04,14.04,29/12/2014,11006810,342950,CALLE                   ,GRAN VIA                                          ,72,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,6,6.0,18,  
1204,10002857,1,CENTRO              ,105,UNIVERSIDAD         ,11006812,342950,CALLE                   ,GRAN VIA                                          ,76,28013,"439762,6","4474963,53",1,Puerta Calle,1,Abierto,20,PB,FRIDAYS,1,Anual,1,Abierta,6.97,6.97,29/12/2014,11006812,342950,CALLE                   ,GRAN VIA                                          ,76,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,3,3.0,10,  
1205,10002742,1,CENTRO              ,105,UNIVERSIDAD         ,11006809,342950,CALLE                   ,GRAN VIA                                          ,70,28013,"439816,6","4474921,53",1,Puerta Calle,1,Abierto,20,PB,HOTEL SENATOR ESPAÑA,1,Anual,1,Abierta,10.2,10.2,29/12/2014,11006809,342950,CALLE                   ,GRAN VIA                                          ,70,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,5,5.0,15,  
1206,270477398,1,CENTRO              ,102,EMBAJADORES         ,11002327,507700,CALLE                   ,MIGUEL SERVET                                     ,13,28012,"440488,59","4473114,53",1,Puerta Calle,1,Abierto,20,PB,TABERNA LA MANCHA EN MADRID,1,Anual,1,Abierta,16.38,16.38,29/12/2014,11002327,507700,CALLE                   ,MIGUEL SERVET                                     ,13,  ,Acera,10:00:00,02:30:00,10:00:00,23:00:00,10:00:00,01:00:00,10:00:00,23:00:00,0,0.0,7,7.0,21,  
1208,270042846,1,CENTRO              ,103,CORTES              ,11003464,369000,CALLE                   ,HUERTAS                                           ,80,28014,"441070,59","4473804,52",1,Puerta Calle,1,Abierto,10,PB,CAFE BAR RODA,1,Anual,1,Abierta,16.74,16.74,29/12/2014,11003464,369000,CALLE                   ,HUERTAS                                           ,80,  ,Acera,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,02:00:00,10:00:00,23:00:00,0,0.0,6,6.0,18,  
1209,270532513,1,CENTRO              ,103,CORTES              ,11003720,691700,PLAZA                   ,SANTA ANA                                         ,8,28012,"440560,59","4473989,53",1,Puerta Calle,1,Abierto,10,PB,PERICO,1,Anual,1,Abierta,38.88,38.88,29/12/2014,11003719,691700,PLAZA                   ,SANTA ANA                                         ,9,  ,Plaza peatonal,09:00:00,23:30:00,09:00:00,23:00:00,09:00:00,00:30:00,09:00:00,23:00:00,0,0.0,18,18.0,69,  
1212,285001226,1,CENTRO              ,101,PALACIO             ,11000238,342950,CALLE                   ,GRAN VIA                                          ,57,28013,"439879,6","4474815,53",1,Puerta Calle,1,Abierto,30,PB,RODILLA,1,Anual,1,Abierta,8.16,8.16,29/12/2014,11000238,342950,CALLE                   ,GRAN VIA                                          ,57,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,4,4.0,12,  
1214,270049103,1,CENTRO              ,105,UNIVERSIDAD         ,11006374,201800,PLAZA                   ,COMENDADORAS                                      ,2,28015,"439898,6","4475401,53",1,Puerta Calle,1,Abierto,10,PB,LA TAQUERIA DE BIRRA,1,Anual,1,Abierta,55.44,55.44,29/12/2014,11006375,201800,PLAZA                   ,COMENDADORAS                                      ,3,  ,Plaza peatonal,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,02:00:00,10:00:00,23:00:00,0,0.0,16,16.0,62,  
1215,270040890,1,CENTRO              ,102,EMBAJADORES         ,11001986,88904493,CALLE                   ,EMBAJADORES                                       ,19,28012,"440142,59","4473418,53",1,Puerta Calle,1,Abierto,10,PB,LAP CAFE,1,Anual,1,Abierta,16.64,16.64,29/12/2014,11001986,88904493,CALLE                   ,EMBAJADORES                                       ,19,  ,Acera,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,02:30:00,10:00:00,23:00:00,0,0.0,6,6.0,18,  
1216,270534958,1,CENTRO              ,101,PALACIO             ,11000482,700000,CALLE                   ,SANTIAGO                                          ,1,28013,"439783,6","4474182,53",1,Puerta Calle,1,Abierto,20,PB,THE CAVERN,1,Anual,1,Abierta,1.44,1.44,29/12/2014,11000482,700000,CALLE                   ,SANTIAGO                                          ,1,  ,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,1,1.0,2,  
1217,270496840,1,CENTRO              ,104,JUSTICIA            ,11004366,342950,CALLE                   ,GRAN VIA                                          ,12,28013,"440717,59","4474566,53",1,Puerta Calle,1,Abierto,30,PB,EL MERCADO DE LA REINA,1,Anual,1,Abierta,5.95,5.95,29/12/2014,11004366,342950,CALLE                   ,GRAN VIA                                          ,12,  ,Acera,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,5,5.0,10,  
1220,270047918,1,CENTRO              ,105,UNIVERSIDAD         ,11005486,313100,CALLE                   ,FUENCARRAL                                        ,93,28004,"440477,59","4475379,53",1,Puerta Calle,1,Abierto,40,PB,CAFFE DEL ARTE,1,Anual,1,Abierta,4.32,4.32,29/12/2014,11005486,313100,CALLE                   ,FUENCARRAL                                        ,93,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,3,3.0,6,  
1221,270359836,1,CENTRO              ,103,CORTES              ,11003814,276100,CALLE                   ,ESPOZ Y MINA                                      ,28,28012,"440407,59","4474058,53",1,Puerta Calle,1,Abierto,20,PB,CERVECERIA LA ABUELA,1,Anual,1,Abierta,5.76,5.76,29/12/2014,11003814,276100,CALLE                   ,ESPOZ Y MINA                                      ,28,  ,Acera,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,4,4.0,8,  
1222,270053215,1,CENTRO              ,106,SOL                 ,11007757,604200,CALLE                   ,POSTAS                                            ,26,28012,"440046,59","4474116,53",1,Puerta Calle,1,Abierto,20,PB,RESTAURANTE EL SOPORTAL,1,Anual,1,Abierta,98.0,98.0,30/12/2014,20007000,498000,PLAZA                   ,MAYOR                                             ,33,  ,Plaza peatonal,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,2,2.0,30,30.0,110,  
1223,270236351,1,CENTRO              ,101,PALACIO             ,11001041,88200,CALLE                   ,BAILEN                                            ,14,28005,"439428,6","4473827,54",1,Puerta Calle,1,Abierto,20,PB,EL VENTORRILLO,1,Anual,1,Abierta,97.92,97.92,30/12/2014,11001059,523600,CALLE                   ,MORERIA                                           ,15,  ,Acera,09:00:00,23:30:00,09:00:00,23:00:00,09:00:00,00:30:00,09:00:00,23:00:00,0,0.0,28,28.0,108,  
1224,10003661,1,CENTRO              ,103,CORTES              ,11003722,691700,PLAZA                   ,SANTA ANA                                         ,6,28012,"440586,59","4473995,53",1,Puerta Calle,1,Abierto,10,PB,CAFE Y TAPAS,1,Anual,1,Abierta,43.0,43.0,30/12/2014,11003722,691700,PLAZA                   ,SANTA ANA                                         ,6,  ,Plaza con bandas permanentes de circulación rodada,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,14,14.0,52,  
1225,10001429,1,CENTRO              ,103,CORTES              ,11003871,691700,PLAZA                   ,SANTA ANA                                         ,5,28012,"440569,59","4474057,53",1,Puerta Calle,1,Abierto,10,PB,O'CACHO DO JOSE,1,Anual,1,Abierta,38.88,38.88,30/12/2014,11003871,691700,PLAZA                   ,SANTA ANA                                         ,5,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,19,19.0,68,  
1226,280012052,1,CENTRO              ,106,SOL                 ,20006724,519000,CALLE                   ,MONTERA                                           ,10,28013,"440380,59","4474346,53",1,Puerta Calle,1,Abierto,20,PB,CAFE Y TAPAS,1,Anual,1,Abierta,20.8,20.8,30/12/2014,20006724,519000,CALLE                   ,MONTERA                                           ,10,  ,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,9,9.0,26,  
1227,280009685,1,CENTRO              ,104,JUSTICIA            ,11004594,230900,PLAZA                   ,CHUECA                                            ,9,28004,"440830,59","4474896,53",1,Puerta Calle,1,Abierto,20,PB,LA TERRAZA D'MYSTIC,1,Anual,1,Abierta,32.4,32.4,30/12/2014,11004594,230900,PLAZA                   ,CHUECA                                            ,9,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,10,10.0,40,  
1228,270417058,1,CENTRO              ,104,JUSTICIA            ,11004593,230900,PLAZA                   ,CHUECA                                            ,10,28004,"440826,59","4474886,53",1,Puerta Calle,1,Abierto,20,PB,TABERNA  JOSE LUIS,1,Anual,1,Abierta,19.44,19.44,30/12/2014,11004593,230900,PLAZA                   ,CHUECA                                            ,10,  ,Plaza peatonal,10:00:00,00:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,6,6.0,24,  
1229,285002193,1,CENTRO              ,102,EMBAJADORES         ,11002431,432200,CALLE                   ,LAVAPIES                                          ,40,28012,"440393,59","4473490,53",1,Puerta Calle,1,Abierto,20,PB,SHAPLA INDIAN RESTAURANTE,1,Anual,1,Abierta,25.92,25.92,30/12/2014,11002431,432200,CALLE                   ,LAVAPIES                                          ,40,  ,Acera,10:00:00,00:30:00,10:00:00,23:00:00,10:00:00,02:00:00,10:00:00,23:00:00,0,0.0,8,8.0,31,  
1234,280011436,1,CENTRO              ,106,SOL                 ,11007420,519000,CALLE                   ,MONTERA                                           ,32,28013,"440445,59","4474485,53",1,Puerta Calle,1,Abierto,10,PB,LATA TAPA,1,Anual,1,Abierta,22.32,22.32,30/12/2014,31041301,519000,CALLE                   ,MONTERA                                           ,32, B,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,8.0,28,  
1236,280008512,1,CENTRO              ,102,EMBAJADORES         ,11002328,507700,CALLE                   ,MIGUEL SERVET                                     ,15,28012,"440486,59","4473109,53",1,Puerta Calle,1,Abierto,10,PB,CAFE TABERNA ALABANDA,1,Anual,1,Abierta,7.02,7.02,30/12/2014,11002328,507700,CALLE                   ,MIGUEL SERVET                                     ,15,  ,Acera,10:00:00,01:00:00,10:00:00,23:00:00,10:00:00,01:30:00,10:00:00,23:00:00,0,0.0,3,3.0,9,  
1237,270532286,9,MONCLOA-ARAVACA     ,907,ARAVACA             ,20172190,2887,AVENIDA                 ,TALGO                                             ,230,28023,"433482,65","4477700,61",1,Puerta Calle,1,Abierto,20,PB,LA CAÑERÍA,1,Anual,1,Abierta,31.32,31.32,30/12/2014,20172190,2887,AVENIDA                 ,TALGO                                             ,230,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:00:00,10:00:00,00:00:00,0,0.0,8,8.0,20,  
1238,270084117,4,SALAMANCA           ,406,CASTELLANA          ,11020056,238100,CALLE                   ,DIEGO DE LEON                                     ,28,28006,"442145,59","4476224,51",1,Puerta Calle,1,Abierto,40,PB,RESTAURANTE CRUZ CAFE,1,Anual,1,Abierta,45.76,45.76,02/01/2015,11020056,238100,CALLE                   ,DIEGO DE LEON                                     ,28,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,10,11.0,40,  
1239,270367404,4,SALAMANCA           ,403,FUENTE DEL BERRO    ,11016854,573100,CALLE                   ,PEDRO HEREDIA                                     ,1,28028,"443453,58","4475502,49",1,Puerta Calle,1,Abierto,20,PB,LA TABERNA DEL PINTOR,1,Anual,1,Abierta,16.8,16.8,02/01/2015,31027286,650300,CALLE                   ,RUFINO BLANCO                                     ,9,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,11,11.0,27,  
1242,270035968,4,SALAMANCA           ,401,RECOLETOS           ,11014501,773000,CALLE                   ,VELAZQUEZ                                         ,8,28001,"441958,58","4474832,51",1,Puerta Calle,1,Abierto,20,PB,LA LLAVE DE ORO CAFETERIA,1,Anual,1,Abierta,38.43,38.43,02/01/2015,11014501,773000,CALLE                   ,VELAZQUEZ                                         ,8,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,10,10.0,38,  
1243,270081370,4,SALAMANCA           ,405,LISTA               ,31004875,411300,CALLE                   ,JUAN BRAVO                                        ,35,28006,"442437,58","4476011,51",1,Puerta Calle,1,Abierto,30,PB,LA TAGLIATELLA,1,Anual,1,Abierta,63.95,37.5,05/01/2015,31004875,411300,CALLE                   ,JUAN BRAVO                                        ,35,  ,Acera,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,10:00:00,00:00:00,0,0.0,27,16.0,54,  
1244,285025090,11,CARABANCHEL         ,1104,VISTA ALEGRE        ,11074724,538300,AVENIDA                 ,NUESTRA SEÑORA DE FATIMA                          ,3,28047,"436894,6","4470942,55",1,Puerta Calle,1,Abierto,30,PB,CAFETERIA FLORES,1,Anual,1,Abierta,9.36,9.36,07/01/2015,11074724,538300,AVENIDA                 ,NUESTRA SEÑORA DE FATIMA                          ,3,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,4,4.0,12,  
1246,270449050,1,CENTRO              ,101,PALACIO             ,11000365,372600,CALLE                   ,INDEPENDENCIA                                     ,4,28013,"439773,6","4474373,53",1,Puerta Calle,1,Abierto,10,PB,FOSTER'S HOLLYWOOD                                  ,1,Anual,1,Abierta,12.06,12.06,08/01/2015,20128232,378200,PLAZA                   ,ISABEL II                                         ,3,  ,Plaza con bandas permanentes de circulación rodada,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,4,4.0,15,  
1249,270184111,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11129905,2872,CALLE                   ,SIERRA GADOR                                      ,41,28031,"447209,53","4470130,43",1,Puerta Calle,1,Abierto,10,PB,LOS MANCHEGOS,1,Anual,1,Abierta,26.2,26.2,12/01/2015,11129905,2872,CALLE                   ,SIERRA GADOR                                      ,41,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,8.0,32,  
1250,270445586,20,SAN BLAS-CANILLEJAS ,2004,ARCOS               ,11135581,346750,AVENIDA                 ,GUADALAJARA                                       ,35,28032,"447380,55","4474529,44",1,Puerta Calle,1,Abierto,30,PB,BURGOS CERVECERIA,1,Anual,1,Abierta,40.63,40.63,12/01/2015,11135581,346750,AVENIDA                 ,GUADALAJARA                                       ,35,  ,Acera,10:00:00,01:00:00,10:00:00,12:00:00,10:00:00,01:00:00,10:00:00,12:00:00,0,0.0,14,14.0,56,  
1252,280066910,20,SAN BLAS-CANILLEJAS ,2008,EL SALVADOR         ,20129081,441100,CALLE                   ,LOPEZ DE ARANDA                                   ,36,28027,"446204,57","4477234,46",1,Puerta Calle,1,Abierto,30,PB,UNUS BAR RESTAURANTE,1,Anual,1,Abierta,10.64,10.64,12/01/2015,20129081,441100,CALLE                   ,LOPEZ DE ARANDA                                   ,36,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,6,6.0,12,  
1253,20000829,2,ARGANZUELA          ,202,ACACIAS             ,20104298,917,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,38,28005,"439739,59","4472694,53",1,Puerta Calle,1,Abierto,10,PB,CAFE EUROPA,1,Anual,1,Abierta,41.05,41.05,12/01/2015,20104298,917,PASEO                   ,JUAN ANTONIO VALLEJO-NAJERA BOTAS                 ,38,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,12,12.0,45,  
1256,270056830,2,ARGANZUELA          ,205,DELICIAS            ,11009662,234700,PASEO                   ,DELICIAS                                          ,93,28045,"441072,58","4471892,52",1,Puerta Calle,1,Abierto,20,PB,CAFETERIA DOS TORRES                              ,1,Anual,1,Abierta,13.17,8.06,12/01/2015,11009662,234700,PASEO                   ,DELICIAS                                          ,93,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,5,3.0,20,  
1259,270220539,2,ARGANZUELA          ,206,PALOS DE MOGUER     ,11010402,697200,PASEO                   ,SANTA MARIA DE LA CABEZA                          ,2,28045,"441111,58","4473184,52",1,Puerta Calle,1,Abierto,40,PB,BAR-RESTAURANTE PANDO,1,Anual,1,Abierta,44.35,44.35,12/01/2015,20008362,264800,PLAZA                   ,EMPERADOR CARLOS V                                ,6,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,15,15.0,40,  
1260,270057273,2,ARGANZUELA          ,205,DELICIAS            ,11009847,296000,CALLE                   ,FERROCARRIL                                       ,21,28045,"440912,58","4472465,52",1,Puerta Calle,1,Abierto,10,PB,MUSEO DE LAS PATATAS,1,Anual,1,Abierta,44.83,44.83,12/01/2015,11009847,296000,CALLE                   ,FERROCARRIL                                       ,21,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,13,13.0,52,  
1263,20001971,2,ARGANZUELA          ,204,LEGAZPI             ,31011525,31000401,CALLE                   ,EROS                                              ,18,28045,"442336,57","4471507,51",1,Puerta Calle,1,Abierto,10,PB,LA CHOZA DE DAVID,1,Anual,1,Abierta,103.68,45.0,12/01/2015,31033821,31000398,CALLE                   ,PLANETA TIERRA                                    ,4,  ,Bulevar,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,1,0.0,26,12.0,104,  
1265,20000447,2,ARGANZUELA          ,206,PALOS DE MOGUER     ,11010313,330400,CALLE                   ,GENERAL LACY                                      ,14,28045,"441372,58","4472800,52",1,Puerta Calle,1,Abierto,10,PB,BODEGAS ROSELL,1,Anual,1,Abierta,18.72,18.72,12/01/2015,11010313,330400,CALLE                   ,GENERAL LACY                                      ,14,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,8.0,27,  
1267,20000314,2,ARGANZUELA          ,203,CHOPERA             ,11008916,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,15,28045,"440768,58","4472026,52",1,Puerta Calle,1,Abierto,30,PB,BAR LAS TINAJAS,1,Anual,1,Abierta,29.43,29.43,12/01/2015,11008916,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,15,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,10,10.0,30,  
1268,270055877,2,ARGANZUELA          ,203,CHOPERA             ,11008938,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,42,28045,"440718,58","4471862,52",1,Puerta Calle,1,Abierto,10,PB,CERVECERÍA RESTAURANTE TIZON,1,Anual,1,Abierta,48.8,48.8,12/01/2015,11008938,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,42,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,18,18.0,58,  
1270,270056233,2,ARGANZUELA          ,204,LEGAZPI             ,11009180,434000,PLAZA                   ,LEGAZPI                                           ,3,28045,"441067,58","4471416,52",1,Puerta Calle,1,Abierto,10,PB,CAFETERÍA CHURRERÍA LEGAZPI,1,Anual,1,Abierta,30.0,30.0,12/01/2015,11009180,434000,PLAZA                   ,LEGAZPI                                           ,3,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,11,11.0,36,  
1273,280062308,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126886,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,1,28021,"441337,53","4467043,5",1,Puerta Calle,1,Abierto,10,PB,RESTAURANTE PLAZA DE VILLAVERDE BAJO,1,Anual,1,Abierta,85.41,85.41,12/01/2015,11126886,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,1,  ,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,25,25.0,100,  
1275,270314231,2,ARGANZUELA          ,206,PALOS DE MOGUER     ,11010452,501700,CALLE                   ,MENDEZ ALVARO                                     ,14,28045,"441263,58","4473090,52",1,Puerta Calle,1,Abierto,20,PB,BAR KAIKU,1,Anual,1,Abierta,16.15,16.15,12/01/2015,11010452,501700,CALLE                   ,MENDEZ ALVARO                                     ,14,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,5,5.0,10,  
1280,290000168,2,ARGANZUELA          ,202,ACACIAS             ,20147610,743800,RONDA                   ,TOLEDO                                            ,20,28005,"440039,59","4472936,53",1,Puerta Calle,1,Abierto,50,PB,VIPS,1,Anual,1,Abierta,36.82,36.82,12/01/2015,20145962,639680,CALLE                   ,RIBERA DE CURTIDORES                              ,43,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,10,10.0,30, A
