id_terraza,id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,id_ndp_edificio,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,num_edificio,Cod_Postal,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,secuencial_local_PC,id_planta_agrupado,rotulo,id_periodo_terraza,desc_periodo_terraza,id_situacion_terraza,desc_situacion_terraza,Superficie_ES,Superficie_RA,Fecha_confir_ult_decreto_resol,id_ndp_terraza,ID_VIAL,DESC_CLASE,DESC_NOMBRE,num_terraza,cal_terraza,desc_ubicacion_terraza,hora_ini_LJ_es,hora_fin_LJ_es,hora_ini_LJ_ra,hora_fin_LJ_ra,hora_ini_VS_es,hora_fin_VS_es,hora_ini_VS_ra,hora_fin_VS_ra,mesas_aux_es,mesas_aux_ra,mesas_es,mesas_ra,sillas_es,sillas_ra
33,270403150,4,SALAMANCA           ,404,GUINDALERA          ,11018870,42500,AVENIDA                 ,AMERICA                                           ,2,28028,"442586,58","4476524,51",1,Puerta Calle,1,Abierto,30,PB,HONTANARES,1,Anual,1,Abierta,21.06,21.06,04/04/2014,11018870,42500,AVENIDA                 ,AMERICA                                           ,2,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,9,9.0,27,  
34,270078567,4,SALAMANCA           ,404,GUINDALERA          ,11018555,35200,CALLE                   ,ALONSO HEREDIA                                    ,25,28028,"442986,58","4476379,5",1,Puerta Calle,1,Abierto,10,PB,BAR MARISQUERIA LUIS,1,Anual,1,Abierta,11.16,11.16,04/04/2014,11018555,35200,CALLE                   ,ALONSO HEREDIA                                    ,25,  ,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,4,0.0,14,  
40,40002808,4,SALAMANCA           ,401,RECOLETOS           ,11014033,85200,CALLE                   ,AYALA                                             ,14,28001,"441656,59","4475470,52",1,Puerta Calle,1,Abierto,10,PB,WAGABOO,1,Anual,1,Abierta,25.48,25.48,07/04/2014,11014033,85200,CALLE                   ,AYALA                                             ,14,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,1,1.0,8,8.0,24,  
41,270495851,4,SALAMANCA           ,401,RECOLETOS           ,11013652,88904333,CALLE                   ,ALCALA                                            ,59,28014,"441350,59","4474585,52",1,Puerta Calle,1,Abierto,10,PB,THE JAMES JOYCE IRISH PUB,1,Anual,1,Abierta,21.04,21.04,07/04/2014,11013652,88904333,CALLE                   ,ALCALA                                            ,59,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,6,6.0,24,  
50,180000457,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,20150818,414710,PLAZA                   ,JUAN DE MALASAÑA                                  ,5,28031,"447240,53","4470141,43",1,Puerta Calle,1,Abierto,10,PB,LA CHOZITA,1,Anual,1,Abierta,84.68,64.99,10/04/2014,20150818,414710,PLAZA                   ,JUAN DE MALASAÑA                                  ,5,  ,Plaza peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,27,21.0,92,  
51,270076142,4,SALAMANCA           ,404,GUINDALERA          ,11016970,88904333,CALLE                   ,ALCALA                                            ,225,28028,"443565,58","4475688,49",1,Puerta Calle,1,Abierto,10,PB,EL NUEVO RINCÓN DE JAÉN,1,Anual,1,Abierta,21.66,21.66,14/04/2014,11016970,88904333,CALLE                   ,ALCALA                                            ,225,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,8.0,25,  
52,270071068,4,SALAMANCA           ,402,GOYA                ,11014645,88904333,CALLE                   ,ALCALA                                            ,127,28009,"442347,58","4474952,51",1,Puerta Calle,1,Abierto,20,PB,VIENA CAPELLANES,1,Anual,1,Abierta,12.43,12.43,14/04/2014,11014645,88904333,CALLE                   ,ALCALA                                            ,127,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,3,3.0,9,  
59,40001037,4,SALAMANCA           ,401,RECOLETOS           ,11014537,88904333,CALLE                   ,ALCALA                                            ,105,28009,"442069,58","4474794,51",1,Puerta Calle,1,Abierto,20,PB,BAR-RESTAURANTE,1,Anual,1,Abierta,26.86,26.86,14/04/2014,11014537,88904333,CALLE                   ,ALCALA                                            ,105,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,10,10.0,20,  
60,180000598,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11130825,581100,CALLE                   ,PEÑA DE VARGAS                                    ,7,28031,"447266,53","4469503,43",1,Puerta Calle,1,Abierto,10,PB,EL RINCON DEL TIO PEPE,1,Anual,1,Abierta,34.07,34.07,14/04/2014,11130825,581100,CALLE                   ,PEÑA DE VARGAS                                    ,7,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,8.0,32,  
66,200000837,20,SAN BLAS-CANILLEJAS ,2001,SIMANCAS            ,31038473,505500,CALLE                   ,MIERES                                            ,13,28037,"446593,56","4475579,45",1,Puerta Calle,1,Abierto,60,PB,BAR JOSUE,1,Anual,1,Abierta,10.23,10.23,14/04/2014,31038473,505500,CALLE                   ,MIERES                                            ,13,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:00:00,10:00:00,00:00:00,0,0.0,4,0.0,16,  
67,280067055,20,SAN BLAS-CANILLEJAS ,2006,REJAS               ,20144821,190550,COLONIA                 ,OCCIDENTE                                         ,6,28022,"449558,56","4477260,41",1,Puerta Calle,1,Abierto,10,PB,RESTAURANTE BAR TORRES,1,Anual,1,Abierta,36.78,36.78,14/04/2014,20144821,190550,COLONIA                 ,OCCIDENTE                                         ,6,  ,Acera,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,08:00:00,00:00:00,0,0.0,12,12.0,47,  
69,270380946,4,SALAMANCA           ,401,RECOLETOS           ,11013848,88904333,CALLE                   ,ALCALA                                            ,89,28009,"441877,58","4474703,52",1,Puerta Calle,1,Abierto,10,PB,EL ARBOL Y LA TOSTA,1,Anual,1,Abierta,5.04,5.04,15/04/2014,11013848,88904333,CALLE                   ,ALCALA                                            ,89,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,8,8.0,24,  
73,280060978,18,VILLA DE VALLECAS   ,1803,ENSANCHE DE VALLECAS,31035268,31000474,AVENIDA                 ,ENSANCHE DE VALLECAS                              ,44,28051,"448326,52","4468742,41",1,Puerta Calle,1,Abierto,20,PB,RESTAURANTE 40 & CUATRO,1,Anual,1,Abierta,97.2,97.2,24/04/2014,31033784,31000519,CALLE                   ,ENTREPEÑAS                                        ,49,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,30,30.0,120,  
74,270202022,18,VILLA DE VALLECAS   ,1801,CASCO H.VALLECAS    ,11130120,716700,CALLE                   ,SIERRA GORDA                                      ,25,28031,"447532,53","4470237,43",1,Puerta Calle,1,Abierto,10,PB,BAR-RESTAURANTE,1,Anual,1,Abierta,104.6,60.6,24/04/2014,31054352,716700,CALLE                   ,SIERRA GORDA                                      ,25, B,Calle peatonal,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,30,16.0,112,  
77,170000836,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126886,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,1,28021,"441337,53","4467033,5",1,Puerta Calle,1,Abierto,20,PB,BAR DONDE SIEMPRE,1,Anual,1,Abierta,64.12,64.12,24/04/2014,11126886,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,1,  ,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,21,21.0,80,  
79,270228707,17,VILLAVERDE          ,1701,SAN ANDRES          ,11124826,18100,PASEO                   ,ALBERTO PALACIOS                                  ,20,28021,"439581,54","4466421,52",1,Puerta Calle,1,Abierto,10,PB,BURGUER CAROVI,1,Anual,1,Abierta,29.13,29.13,24/04/2014,11124826,18100,PASEO                   ,ALBERTO PALACIOS                                  ,20,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,10,10.0,40,  
80,170000967,17,VILLAVERDE          ,1705,LOS ANGELES         ,11129020,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,44,28041,"440773,55","4467749,51",1,Puerta Calle,1,Abierto,10,PB,A GAIVOTIÑA II,1,Anual,1,Abierta,111.3,111.3,24/04/2014,11129020,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,44,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,16,10.0,56,  
81,170000259,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128297,733450,PASEO                   ,TALLERES                                          ,2,28021,"440572,54","4466762,51",1,Puerta Calle,1,Abierto,10,PB,PEÑA DE FRANCIA,1,Anual,1,Abierta,32.4,32.4,24/04/2014,11128297,733450,PASEO                   ,TALLERES                                          ,2,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,15,15.0,60,  
82,270456160,17,VILLAVERDE          ,1701,SAN ANDRES          ,11125480,733450,PASEO                   ,TALLERES                                          ,48,28021,"440242,54","4466570,51",1,Puerta Calle,1,Abierto,20,PB,LUCKY,1,Anual,1,Abierta,12.96,7.56,24/04/2014,11125480,733450,PASEO                   ,TALLERES                                          ,48,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,8,3.0,16,  
83,170002005,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128595,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,102,28041,"440665,54","4467317,51",1,Puerta Calle,1,Abierto,10,PB,EL KUBO,1,Anual,1,Abierta,127.98,32.97,24/04/2014,11128595,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,102,  ,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,16,8.0,64,  
84,270181857,17,VILLAVERDE          ,1701,SAN ANDRES          ,11125333,498200,PLAZA                   ,MAYOR DE VILLAVERDE                               ,4,28021,"439928,54","4466553,51",1,Puerta Calle,1,Abierto,10,PB,BAR ASTURIAS,1,Anual,1,Abierta,68.4,68.4,24/04/2014,11125333,498200,PLAZA                   ,MAYOR DE VILLAVERDE                               ,4,  ,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,22,22.0,88,  
86,170000257,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128909,561025,CALLE                   ,PAN Y TOROS                                       ,11,28041,"441020,55","4467961,51",1,Puerta Calle,1,Abierto,10,PB,BAR PEMA,1,Anual,1,Abierta,37.0,37.0,24/04/2014,11128909,561025,CALLE                   ,PAN Y TOROS                                       ,11,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,11,11.0,42,  
87,270286727,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128847,561025,CALLE                   ,PAN Y TOROS                                       ,37,28041,"441052,54","4467692,51",1,Puerta Calle,1,Abierto,40,PB,CASA MONICA,1,Anual,1,Abierta,50.04,50.04,24/04/2014,11128847,561025,CALLE                   ,PAN Y TOROS                                       ,37,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,15,15.0,56,  
88,180000366,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131599,156450,CALLE                   ,CASTRILLO DE AZA                                  ,9,28031,"448357,53","4470622,41",1,Puerta Calle,1,Abierto,10,PB,EL JARDIN DEL BACO,1,Anual,1,Abierta,97.56,97.56,25/04/2014,31011644,156450,CALLE                   ,CASTRILLO DE AZA                                  ,9, B,Acera,10:00:00,01:00:00,08:00:00,00:00:00,10:00:00,02:30:00,08:00:00,00:00:00,0,0.0,24,24.0,96,  
89,270324826,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131603,614050,CALLE                   ,PUENTELARRA                                       ,10,28031,"448373,53","4470489,41",1,Puerta Calle,1,Abierto,10,PB,CERVECERIA LA TOMASA,1,Anual,1,Abierta,48.6,48.6,25/04/2014,11131603,614050,CALLE                   ,PUENTELARRA                                       ,10,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,15,15.0,57,  
91,270032503,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131597,614050,CALLE                   ,PUENTELARRA                                       ,8,28031,"448410,53","4470525,41",1,Puerta Calle,1,Abierto,20,PB,BAR  LA HACIENDA,1,Anual,1,Abierta,83.16,58.32,25/04/2014,11131597,614050,CALLE                   ,PUENTELARRA                                       ,8,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,24,18.0,96,  
95,270184841,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131611,614050,CALLE                   ,PUENTELARRA                                       ,7,28031,"448430,53","4470416,41",1,Puerta Calle,1,Abierto,50,PB,CERVECERIA LA TORRE,2,Estacional,1,Abierta,27.0,58.32,28/04/2014,31011646,614050,CALLE                   ,PUENTELARRA                                       ,7, A,Acera,10:00:00,01:00:00,08:00:00,01:00:00,10:00:00,02:30:00,08:00:00,01:00:00,0,0.0,10,18.0,40,  
98,270185092,18,VILLA DE VALLECAS   ,1802,SANTA EUGENIA       ,11131648,318050,CALLE                   ,FUENTESPINA                                       ,6,28031,"448569,53","4470101,41",1,Puerta Calle,1,Abierto,50,PB,EL JARDIN DE BACO II,1,Anual,1,Abierta,44.38,44.38,28/04/2014,11131648,318050,CALLE                   ,FUENTESPINA                                       ,6,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,17,17.0,68,  
101,170000673,17,VILLAVERDE          ,1701,SAN ANDRES          ,11124234,18100,PASEO                   ,ALBERTO PALACIOS                                  ,15,28021,"439620,54","4466399,52",1,Puerta Calle,1,Abierto,30,PB,D`YISA NAILS,2,Estacional,1,Abierta,25.92,25.92,30/04/2014,11124234,18100,PASEO                   ,ALBERTO PALACIOS                                  ,15,  ,Calle peatonal,08:00:00,01:30:00,10:00:00,00:00:00,08:00:00,01:30:00,10:00:00,00:00:00,0,0.0,8,8.0,32,  
102,270456985,17,VILLAVERDE          ,1701,SAN ANDRES          ,11123229,18100,PASEO                   ,ALBERTO PALACIOS                                  ,83,28021,"439062,54","4466077,52",1,Puerta Calle,1,Abierto,10,PB,LAS BEGONIAS,1,Anual,1,Abierta,99.12,45.75,30/04/2014,11123229,18100,PASEO                   ,ALBERTO PALACIOS                                  ,83,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,25,12.0,84,  
103,170000832,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128441,68200,CALLE                   ,ARECHAVALETA                                      ,50,28041,"440871,54","4467123,51",1,Puerta Calle,1,Abierto,10,PB,BAR CASA CONEL,1,Anual,1,Abierta,37.08,37.08,30/04/2014,11128431,53750,CALLE                   ,ANOETA                                            ,21,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,4,4.0,12,  
104,170001203,17,VILLAVERDE          ,1703,BUTARQUE            ,31001355,2878,CALLE                   ,CANCHAL                                           ,4,28021,"442609,52","4466445,49",1,Puerta Calle,1,Abierto,20,PB,PASTELERIA PANADERIA CAFETERIA CHICO,1,Anual,1,Abierta,30.0,30.0,30/04/2014,31001355,2878,CALLE                   ,CANCHAL                                           ,4,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,10,0.0,30,  
105,170000724,17,VILLAVERDE          ,1701,SAN ANDRES          ,11123351,18100,PASEO                   ,ALBERTO PALACIOS                                  ,39,28021,"439441,54","4466238,52",1,Puerta Calle,1,Abierto,30,PB,BAR LAS NIÑAS,1,Anual,1,Abierta,10.08,10.08,30/04/2014,11123351,18100,PASEO                   ,ALBERTO PALACIOS                                  ,39,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,7,7.0,14,  
106,270181482,17,VILLAVERDE          ,1701,SAN ANDRES          ,11124565,342600,CALLE                   ,GRAFITO                                           ,12,28021,"439235,54","4466441,52",1,Puerta Calle,1,Abierto,10,PB,BAR MEZQUITA,1,Anual,1,Abierta,8.64,4.32,30/04/2014,11124565,342600,CALLE                   ,GRAFITO                                           ,12,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,6,3.0,12,  
107,170000308,17,VILLAVERDE          ,1701,SAN ANDRES          ,20078353,20800,CALLE                   ,ALCOCER                                           ,45,28021,"440117,54","4466833,51",1,Puerta Calle,1,Abierto,30,PB,BAR RENATO,1,Anual,1,Abierta,98.81,98.81,30/04/2014,20078353,20800,CALLE                   ,ALCOCER                                           ,45, A,Bulevar,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,1,1.0,22,22.0,88, A
108,270020492,17,VILLAVERDE          ,1702,SAN CRISTOBAL       ,31009355,102500,CALLE                   ,BENIMAMET                                         ,95,28021,"441813,52","4466134,5",1,Puerta Calle,1,Abierto,10,PB,PEREZ CAFETERIA,1,Anual,1,Abierta,19.44,10.8,30/04/2014,31009355,102500,CALLE                   ,BENIMAMET                                         ,95,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,6,6.0,24,  
109,270539656,17,VILLAVERDE          ,1703,BUTARQUE            ,20166853,2879,CALLE                   ,BERROCAL                                          ,3,28021,"442506,52","4466515,49",1,Puerta Calle,1,Abierto,30,PB,100 MONTADITOS,1,Anual,1,Abierta,72.5,72.5,30/04/2014,20166853,2879,CALLE                   ,BERROCAL                                          ,3, A,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,21,21.0,84, A
110,270183511,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128639,355650,CALLE                   ,HERMANDAD DE DONANTES DE SANGRE                   ,1,28041,"440611,54","4467373,51",1,Puerta Calle,1,Abierto,20,PB,RESTAURANTE GALLARDO,1,Anual,1,Abierta,51.84,51.84,30/04/2014,11128639,355650,CALLE                   ,HERMANDAD DE DONANTES DE SANGRE                   ,1,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,16,16.0,64,  
112,170000123,17,VILLAVERDE          ,1705,LOS ANGELES         ,11129040,426660,CALLE                   ,LA CANCION DEL OLVIDO                             ,2,28041,"440699,55","4468091,51",1,Puerta Calle,1,Abierto,10,PB,ALQUEZAR LA BODEGA DE COTE,1,Anual,1,Abierta,72.0,72.0,30/04/2014,11129040,426660,CALLE                   ,LA CANCION DEL OLVIDO                             ,2,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,20,20.0,80,  
113,270314735,17,VILLAVERDE          ,1703,BUTARQUE            ,11126551,678700,AVENIDA                 ,LOS ROSALES                                       ,94,28021,"442293,53","4467170,49",1,Puerta Calle,1,Abierto,5,PB,BAR SALINAS,1,Anual,1,Abierta,90.57,90.57,30/04/2014,11126551,678700,AVENIDA                 ,LOS ROSALES                                       ,94,  ,Otros,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,14,8.0,56,  
114,170000009,17,VILLAVERDE          ,1705,LOS ANGELES         ,11128661,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,78,28041,"440729,54","4467406,51",1,Puerta Calle,1,Abierto,40,PB,JOSE,1,Anual,1,Abierta,27.0,27.0,30/04/2014,11128661,426685,CALLE                   ,LA DEL MANOJO DE ROSAS                            ,78,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,7,7.0,28,  
117,270182385,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126782,654350,CALLE                   ,SAHARA                                            ,48,28041,"441185,54","4467321,51",1,Puerta Calle,1,Abierto,10,PB,EL PORTON,1,Anual,1,Abierta,99.77,99.77,30/04/2014,11126782,654350,CALLE                   ,SAHARA                                            ,48,  ,Otros,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,21,21.0,84,  
119,270418033,17,VILLAVERDE          ,1704,LOS ROSALES         ,11126889,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,6,28021,"441338,53","4467062,5",1,Puerta Calle,1,Abierto,10,PB,PLAZA II,1,Anual,1,Abierta,32.4,32.4,30/04/2014,11126889,230650,PLAZA                   ,CHOZAS DE CANALES                                 ,6,  ,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,18,18.0,63,  
120,270033353,17,VILLAVERDE          ,1702,SAN CRISTOBAL       ,31046178,643600,CALLE                   ,ROCAFORT                                          ,9,28021,"441482,52","4465904,5",1,Puerta Calle,1,Abierto,10,PB,BAR PIRATA,1,Anual,1,Abierta,77.0,77.0,30/04/2014,31046178,643600,CALLE                   ,ROCAFORT                                          ,9, B,Plaza peatonal,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,21,21.0,84, B
121,20000100,2,ARGANZUELA          ,203,CHOPERA             ,11009033,234700,PASEO                   ,DELICIAS                                          ,132,28045,"441013,58","4471631,52",1,Puerta Calle,1,Abierto,10,PB,CERVECERIA LA LASTRA,1,Anual,1,Abierta,17.36,17.36,30/04/2014,11009033,234700,PASEO                   ,DELICIAS                                          ,132,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,6,6.0,16,  
122,20000172,2,ARGANZUELA          ,206,PALOS DE MOGUER     ,11010010,45400,CALLE                   ,ANCORA                                            ,28,28045,"441427,58","4472681,52",1,Puerta Calle,1,Abierto,10,PB,BAR SORIA,1,Anual,1,Abierta,37.41,37.41,30/04/2014,11010010,45400,CALLE                   ,ANCORA                                            ,28,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,9,0.0,36,  
124,20001101,2,ARGANZUELA          ,201,IMPERIAL            ,11008215,372200,PASEO                   ,IMPERIAL                                          ,53,28005,"439273,59","4472845,53",1,Puerta Calle,1,Abierto,10,PB,CERVECERIA CANTALEJO RESTAURANTE,1,Anual,1,Abierta,47.81,47.81,30/04/2014,11008215,372200,PASEO                   ,IMPERIAL                                          ,53,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,17,0.0,61,  
125,270267597,2,ARGANZUELA          ,203,CHOPERA             ,11008914,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,11,28045,"440774,58","4472081,52",1,Puerta Calle,1,Abierto,30,PB,BAR ORENSE,1,Anual,1,Abierta,12.96,12.96,30/04/2014,11008914,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,11,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,4,4.0,16,  
126,20001080,2,ARGANZUELA          ,203,CHOPERA             ,11008916,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,15,28045,"440768,58","4472030,52",1,Puerta Calle,1,Abierto,20,PB,BAR EL CONQUISTADOR,1,Anual,1,Abierta,37.87,37.87,30/04/2014,11008916,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,15,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,12,0.0,47,  
127,270055919,2,ARGANZUELA          ,203,CHOPERA             ,11008965,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,29,28045,"440749,58","4471854,52",1,Puerta Calle,1,Abierto,30,PB,CAFETERIA LOA,1,Anual,1,Abierta,27.93,27.93,30/04/2014,11008965,388900,CALLE                   ,JAIME EL CONQUISTADOR                             ,29,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,02:30:00,10:00:00,00:00:00,0,0.0,8,0.0,26,  
128,200001508,20,SAN BLAS-CANILLEJAS ,2001,SIMANCAS            ,11134068,762600,CALLE                   ,VALDECANILLAS                                     ,49,28037,"446973,56","4475983,45",1,Puerta Calle,1,Abierto,10,PB,LA SEDE D'ANDRUBEN,1,Anual,1,Abierta,45.22,45.22,06/05/2014,11134068,762600,CALLE                   ,VALDECANILLAS                                     ,49,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,14,14.0,56,  
129,270458555,12,USERA               ,1205,MOSCARDO            ,20094827,282700,CALLE                   ,EUGENIO CAXES                                     ,14,28026,"440325,58","4471467,52",1,Puerta Calle,1,Abierto,10,PB,"EL RINCON DE SIXTO,",1,Anual,1,Abierta,39.06,39.06,06/05/2014,11083701,59400,CALLE                   ,ANTONIO LOPEZ                                     ,101,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:30:00,10:00:00,00:00:00,0,0.0,11,20.0,44,  
130,270524837,12,USERA               ,1205,MOSCARDO            ,11083731,59400,CALLE                   ,ANTONIO LOPEZ                                     ,137,28026,"440615,58","4471127,52",1,Puerta Calle,1,Abierto,20,PB,BAR RESTAURANTE,1,Anual,1,Abierta,31.35,31.35,06/05/2014,11083731,59400,CALLE                   ,ANTONIO LOPEZ                                     ,137,  ,Acera,08:00:00,01:30:00,08:00:00,01:00:00,08:00:00,01:30:00,08:00:00,01:00:00,0,0.0,6,6.0,22,  
131,270228855,12,USERA               ,1205,MOSCARDO            ,11084200,511100,CALLE                   ,MIRASIERRA                                        ,39,28026,"440269,58","4471097,52",1,Puerta Calle,1,Abierto,10,PB,BAR ALFIL,2,Estacional,1,Abierta,32.61,32.4,06/05/2014,11084200,511100,CALLE                   ,MIRASIERRA                                        ,39,  ,Acera,10:00:00,01:00:00,10:00:00,00:00:00,10:00:00,01:30:00,10:00:00,00:00:00,0,0.0,10,10.0,40,  
132,270157776,12,USERA               ,1207,PRADOLONGO          ,11086915,246000,CALLE                   ,DOLORES BARRANCO                                  ,50,28026,"439993,58","4470543,52",1,Puerta Calle,1,Abierto,10,PB,BAR PISCIS,1,Anual,1,Abierta,20.77,20.77,06/05/2014,11086915,246000,CALLE                   ,DOLORES BARRANCO                                  ,50,  ,Acera,10:00:00,01:00:00,10:00:00,23:59:00,10:00:00,01:30:00,10:00:00,23:59:00,0,0.0,10,10.0,40,  
